name-year,pos,name,weight,height,Age,G,GS,MP,FG%,3P,3P%,3PA,FT,FT%,FTA,ORB,TRB,AST,STL,BLK,TOV,PTS,USG%,TS%,year,Player,Current_Sal,Next_Sal,min_sal_curr,min_sal_next,sal_cap_curr,sal_cap_next,height_ft
Mike_Dunleavy_2016,F-G,Mike-Dunleavy,230,6-9,36.0,53.0,2.0,15.9,0.423,1.0,0.396,2.5,0.7,0.8,0.8,0.3,2.2,0.9,0.3,0.1,0.5,5.2,14.0,0.573,2016,Mike Dunleavy,5.776347949396132,1.815086837617188,875000.0,1313000.0,94143000.0,99093000.0,6.75
Joffrey_Lauvergne_2016,C-F,Joffrey-Lauvergne,220,6-11,25.0,70.0,1.0,14.0,0.44,0.5,0.337,1.4,0.7,0.63,1.0,1.0,3.6,1.0,0.4,0.1,0.8,5.4,18.5,0.509,2016,Joffrey Lauvergne,2.041536297611081,1.7292162137587923,875000.0,1313000.0,94143000.0,99093000.0,6.916666666666667
Arron_Afflalo_2016,G-F,Arron-Afflalo,210,6-5,31.0,61.0,45.0,25.9,0.44,1.0,0.411,2.5,1.4,0.892,1.5,0.1,2.0,1.3,0.3,0.1,0.7,8.4,14.4,0.559,2016,Arron Afflalo,14.925963693530054,6.0449788171515655,875000.0,1313000.0,94143000.0,99093000.0,6.416666666666667
Shelvin_Mack_2016,G,Shelvin-Mack,203,6-3,26.0,55.0,9.0,21.9,0.446,0.7,0.308,2.2,1.0,0.688,1.4,0.4,2.3,2.8,0.8,0.1,1.6,7.8,19.6,0.518,2016,Shelvin Mack,2.9055883950585812,6.8065756410644545,875000.0,1313000.0,94143000.0,99093000.0,6.25
Langston_Galloway_2016,G,Langston-Galloway,200,6-1,25.0,74.0,2.0,20.2,0.38,1.6,0.39,4.2,0.7,0.797,0.9,0.4,2.1,1.3,0.6,0.1,0.6,7.9,18.4,0.51,2016,Langston Galloway,6.209200896508503,7.5628622015480405,875000.0,1313000.0,94143000.0,99093000.0,6.083333333333333
Monta_Ellis_2016,G,Monta-Ellis,185,6-3,31.0,74.0,33.0,27.0,0.443,0.6,0.319,1.8,1.3,0.727,1.7,0.3,2.8,3.2,1.1,0.4,1.8,8.5,16.8,0.514,2016,Monta Ellis,12.852448817224861,2.547247490741021,875000.0,1313000.0,94143000.0,99093000.0,6.25
Jodie_Meeks_2016,G,Jodie-Meeks,210,6-4,29.0,36.0,10.0,20.5,0.402,1.6,0.409,3.8,1.8,0.878,2.1,0.1,2.1,1.3,0.9,0.1,1.0,9.1,19.4,0.567,2016,Jodie Meeks,7.809264204454925,3.7322723098503428,875000.0,1313000.0,94143000.0,99093000.0,6.333333333333333
Reggie_Bullock_2016,G-F,Reggie-Bullock,205,6-6,25.0,31.0,5.0,15.1,0.422,0.9,0.384,2.4,0.2,0.714,0.2,0.4,2.1,0.9,0.6,0.1,0.3,4.5,13.4,0.538,2016,Reggie Bullock,2.6934128359623126,2.836073183776856,875000.0,1313000.0,94143000.0,99093000.0,6.5
Tyler_Zeller_2016,F-C,Tyler-Zeller,253,7-0,27.0,51.0,5.0,10.3,0.494,0.0,0.0,0.0,0.4,0.564,0.8,0.8,2.4,0.8,0.1,0.4,0.4,3.5,16.5,0.508,2016,Tyler Zeller,9.552616763859234,1.9393499513790076,875000.0,1313000.0,94143000.0,99093000.0,7.0
Ramon_Sessions_2016,G,Ramon-Sessions,190,6-3,30.0,50.0,1.0,16.2,0.38,0.4,0.339,1.2,1.8,0.771,2.4,0.2,1.5,2.6,0.5,0.1,0.9,6.2,20.1,0.495,2016,Ramon Sessions,7.164462572894427,3.3879310514567123,875000.0,1313000.0,94143000.0,99093000.0,6.25
Tyreke_Evans_2016,G-F,Tyreke-Evans,220,6-6,27.0,40.0,6.0,19.7,0.405,1.1,0.356,3.0,1.7,0.75,2.3,0.3,3.4,3.1,0.9,0.2,1.5,10.3,26.7,0.501,2016,Tyreke Evans,12.184070133414062,3.7322723098503428,875000.0,1313000.0,94143000.0,99093000.0,6.5
Jeff_Green_2016,F,Jeff-Green,235,6-8,30.0,69.0,11.0,22.2,0.394,0.8,0.275,2.8,2.1,0.863,2.4,0.6,3.1,1.2,0.5,0.2,1.1,9.2,20.3,0.505,2016,Jeff Green,17.91115643223607,2.401535722704934,875000.0,1313000.0,94143000.0,99093000.0,6.666666666666667
Gerald_Green_2016,G-F,Gerald-Green,205,6-6,31.0,47.0,0.0,11.4,0.409,0.8,0.351,2.4,0.7,0.805,0.9,0.3,1.8,0.7,0.2,0.1,0.5,5.6,22.7,0.524,2016,Gerald Green,1.6843627627332889,1.5671040017155602,875000.0,1313000.0,94143000.0,99093000.0,6.5
Omri_Casspi_2016,F,Omri-Casspi,225,6-9,28.0,36.0,2.0,17.9,0.47,0.4,0.349,1.2,0.5,0.586,0.8,0.8,3.1,1.0,0.6,0.1,0.8,5.2,14.4,0.526,2016,Omri Casspi,3.760774470072124,2.3896412317721736,875000.0,1313000.0,94143000.0,99093000.0,6.75
Nick_Collison_2016,F,Nick-Collison,255,6-10,36.0,20.0,0.0,6.4,0.609,0.0,0.0,0.1,0.3,0.625,0.4,0.5,1.6,0.6,0.1,0.1,0.2,1.7,10.1,0.622,2016,Nick Collison,4.477789108059017,2.6416909966193374,875000.0,1313000.0,94143000.0,99093000.0,6.833333333333333
Tyler_Ennis_2016,G,Tyler-Ennis,194,6-3,22.0,53.0,2.0,11.1,0.433,0.5,0.386,1.3,0.4,0.84,0.5,0.2,0.8,1.6,0.5,0.0,0.8,4.3,19.1,0.521,2016,Tyler Ennis,2.0703863943150314,1.7292162137587923,875000.0,1313000.0,94143000.0,99093000.0,6.25
Ben_McLemore_2016,G,Ben-McLemore,195,6-3,23.0,61.0,26.0,19.3,0.43,1.1,0.382,2.8,1.1,0.753,1.5,0.3,2.1,0.8,0.5,0.1,1.0,8.1,20.1,0.538,2016,Ben McLemore,4.786914174691692,5.899032222255861,875000.0,1313000.0,94143000.0,99093000.0,6.25
Troy_Williams_2016,F,Troy-Williams,218,6-7,22.0,30.0,16.0,18.6,0.437,0.6,0.29,2.1,0.7,0.656,1.1,0.5,2.3,0.8,0.9,0.3,1.1,6.2,17.1,0.511,2016,Troy Williams,0.7787352889752823,2.0898183813589255,875000.0,1313000.0,94143000.0,99093000.0,6.583333333333333
Aaron_Brooks_2016,G,Aaron-Brooks,161,6-0,32.0,65.0,0.0,13.8,0.403,0.7,0.375,2.0,0.5,0.8,0.6,0.3,1.1,1.9,0.4,0.1,1.0,5.0,19.2,0.507,2016,Aaron Brooks,3.224008157802492,2.401535722704934,875000.0,1313000.0,94143000.0,99093000.0,6.0
Jose_Calderon_2016,G,Jose-Calderon,200,6-3,35.0,41.0,13.0,13.1,0.41,0.5,0.313,1.6,0.3,0.917,0.3,0.4,1.8,2.1,0.3,0.0,1.0,3.4,14.4,0.506,2016,Jose Calderon,9.204456122898145,2.6416909966193374,875000.0,1313000.0,94143000.0,99093000.0,6.25
Josh_McRoberts_2016,F,Josh-McRoberts,240,6-10,29.0,22.0,14.0,17.3,0.373,0.6,0.419,1.4,0.3,0.667,0.4,1.0,3.4,2.3,0.5,0.2,1.0,4.9,16.9,0.439,2016,Josh McRoberts,6.904691100772229,6.830597180931044,875000.0,1313000.0,94143000.0,99093000.0,6.833333333333333
Michael_Carter-Williams_2016,G,Michael-Carter-Williams,190,6-5,25.0,45.0,19.0,18.8,0.366,0.3,0.234,1.4,1.3,0.753,1.7,0.5,3.4,2.5,0.8,0.5,1.5,6.6,20.9,0.437,2016,Michael Carter-Williams,3.801375479472717,3.0629590384790046,875000.0,1313000.0,94143000.0,99093000.0,6.416666666666667
Udonis_Haslem_2016,F-C,Udonis-Haslem,235,6-8,36.0,16.0,0.0,8.1,0.478,0.0,0.0,0.2,0.6,0.6,0.9,0.5,2.3,0.4,0.4,0.1,0.5,1.9,12.8,0.524,2016,Udonis Haslem,4.776308381929617,2.6416909966193374,875000.0,1313000.0,94143000.0,99093000.0,6.666666666666667
Jordan_Mickey_2016,F,Jordan-Mickey,235,6-8,22.0,25.0,1.0,5.6,0.441,0.0,0.0,0.0,0.3,0.571,0.6,0.5,1.4,0.3,0.1,0.2,0.4,1.5,15.5,0.473,2016,Jordan Mickey,1.4611360201183305,1.669178813316783,875000.0,1313000.0,94143000.0,99093000.0,6.666666666666667
Paul_Pierce_2016,F-G,Paul-Pierce,235,6-7,39.0,25.0,7.0,11.1,0.4,0.6,0.349,1.7,0.4,0.769,0.5,0.0,1.9,0.4,0.2,0.2,0.6,3.2,14.8,0.535,2016,Paul Pierce,4.2126084666942845,4.174518217835771,875000.0,1313000.0,94143000.0,99093000.0,6.583333333333333
Ron_Baker_2016,G,Ron-Baker,220,6-4,23.0,52.0,13.0,16.5,0.378,0.4,0.267,1.7,0.5,0.651,0.8,0.2,1.9,2.1,0.7,0.2,1.1,4.1,14.8,0.456,2016,Ron Baker,0.6489462731589177,4.909809895754493,875000.0,1313000.0,94143000.0,99093000.0,6.333333333333333
Mike_Scott_2016,F,Mike-Scott,237,6-7,28.0,18.0,0.0,10.8,0.288,0.2,0.148,1.5,0.4,0.875,0.4,0.6,2.1,0.9,0.2,0.2,0.4,2.5,15.8,0.36,2016,Mike Scott,3.9802565869156497,1.9393499513790076,875000.0,1313000.0,94143000.0,99093000.0,6.583333333333333
LeBron_James_2017,F-G,LeBron-James,250,6-9,33.0,82.0,82.0,36.9,0.542,1.8,0.367,5.0,4.7,0.731,6.5,1.2,8.6,9.1,1.4,0.9,4.2,27.5,31.6,0.621,2017,LeBron James,37.760282679159985,39.3449,1313000.0,1339000.0,99093000.0,101869000.0,6.75
Nikola_Jokic_2017,C-F,Nikola-Jokic,284,6-11,22.0,75.0,73.0,32.6,0.499,1.5,0.396,3.7,3.5,0.85,4.2,2.6,10.7,6.1,1.2,0.8,2.8,18.5,24.2,0.603,2017,Nikola Jokic,1.669178813316783,28.1035,1313000.0,1339000.0,99093000.0,101869000.0,6.916666666666667
Kevin_Durant_2017,F-G,Kevin-Durant,240,6-10,29.0,68.0,68.0,34.2,0.516,2.5,0.419,6.1,5.3,0.889,5.9,0.5,6.8,5.4,0.7,1.8,3.0,26.4,30.4,0.64,2017,Kevin Durant,28.36073183776856,33.105458971816745,1313000.0,1339000.0,99093000.0,101869000.0,6.833333333333333
Clint_Capela_2017,C,Clint-Capela,240,6-10,23.0,74.0,74.0,27.5,0.652,0.0,0.0,0.0,1.9,0.56,3.5,3.3,10.8,0.9,0.8,1.9,1.4,13.9,19.4,0.65,2017,Clint Capela,2.648356903030486,17.427931883654498,1313000.0,1339000.0,99093000.0,101869000.0,6.833333333333333
Chris_Paul_2017,G,Chris-Paul,175,6-0,32.0,58.0,58.0,31.8,0.46,2.5,0.38,6.5,3.5,0.919,3.8,0.6,5.4,7.9,1.7,0.2,2.2,18.6,24.5,0.604,2017,Chris Paul,27.531417527231994,39.3449,1313000.0,1339000.0,99093000.0,101869000.0,6.0
DeAndre_Jordan_2017,C,DeAndre-Jordan,265,6-11,29.0,77.0,77.0,31.5,0.645,0.0,0.0,0.0,2.4,0.58,4.1,4.3,15.2,1.5,0.5,0.9,1.8,12.0,15.2,0.648,2017,DeAndre Jordan,25.686144661075957,25.267410505649416,1313000.0,1339000.0,99093000.0,101869000.0,6.916666666666667
Paul_George_2017,F,Paul-George,220,6-8,27.0,79.0,79.0,36.6,0.43,3.1,0.401,7.7,4.3,0.822,5.2,0.9,5.7,3.3,2.0,0.5,2.7,21.9,25.7,0.57,2017,Paul George,21.89448497875733,33.7242,1313000.0,1339000.0,99093000.0,101869000.0,6.666666666666667
Derrick_Favors_2017,F-C,Derrick-Favors,265,6-9,26.0,77.0,77.0,28.0,0.563,0.2,0.222,0.8,1.8,0.651,2.8,2.6,7.2,1.3,0.7,1.1,1.1,12.3,18.5,0.593,2017,Derrick Favors,13.613151282128909,18.649408554123433,1313000.0,1339000.0,99093000.0,101869000.0,6.75
Dwight_Howard_2017,C,Dwight-Howard,265,6-10,32.0,81.0,81.0,30.4,0.555,0.0,0.143,0.1,4.1,0.574,7.2,3.1,12.5,1.3,0.6,1.6,2.6,16.6,24.2,0.577,2017,Dwight Howard,26.659087927502444,26.767667142604715,1313000.0,1339000.0,99093000.0,101869000.0,6.833333333333333
Julius_Randle_2017,F-C,Julius-Randle,250,6-8,23.0,82.0,49.0,26.7,0.558,0.1,0.222,0.5,3.7,0.718,5.2,2.2,8.0,2.6,0.5,0.5,2.6,16.1,25.3,0.606,2017,Julius Randle,4.70702158768026,9.535475699182284,1313000.0,1339000.0,99093000.0,101869000.0,6.666666666666667
JJ_Redick_2017,G,JJ-Redick,200,6-3,33.0,70.0,70.0,30.2,0.46,2.8,0.42,6.6,2.8,0.904,3.1,0.1,2.5,3.0,0.5,0.1,1.5,17.1,21.7,0.614,2017,JJ Redick,26.091873290747078,13.518062413491837,1313000.0,1339000.0,99093000.0,101869000.0,6.25
Kyle_Anderson_2017,F-G,Kyle-Anderson,230,6-9,24.0,74.0,67.0,26.7,0.527,0.3,0.333,0.8,1.4,0.712,2.0,1.1,5.4,2.7,1.6,0.8,1.3,7.9,13.5,0.582,2017,Kyle Anderson,2.4409560055301585,9.535475699182284,1313000.0,1339000.0,99093000.0,101869000.0,6.75
Will_Barton_2017,G,Will-Barton,181,6-6,27.0,81.0,40.0,33.1,0.452,1.9,0.37,5.2,2.2,0.805,2.8,0.9,5.0,4.1,1.0,0.6,1.8,15.7,20.7,0.562,2017,Will Barton,4.008316388261532,13.054981046363467,1313000.0,1339000.0,99093000.0,101869000.0,6.5
Montrezl_Harrell_2017,F-C,Montrezl-Harrell,240,6-7,24.0,76.0,3.0,17.0,0.635,0.0,0.143,0.1,1.8,0.626,2.9,1.4,4.0,1.0,0.5,0.7,0.9,11.0,23.8,0.647,2017,Montrezl Harrell,1.669178813316783,6.621091794363349,1313000.0,1339000.0,99093000.0,101869000.0,6.583333333333333
Jerami_Grant_2017,F,Jerami-Grant,210,6-8,23.0,81.0,1.0,20.3,0.535,0.4,0.291,1.4,2.0,0.675,3.0,1.1,3.9,0.7,0.4,1.0,0.7,8.4,16.0,0.607,2017,Jerami Grant,1.7292162137587923,9.195960457666219,1313000.0,1339000.0,99093000.0,101869000.0,6.666666666666667
Trevor_Ariza_2017,F,Trevor-Ariza,215,6-8,32.0,67.0,67.0,33.9,0.412,2.5,0.368,6.9,1.1,0.854,1.3,0.5,4.4,1.6,1.5,0.2,0.8,11.7,14.4,0.567,2017,Trevor Ariza,8.394776623979494,16.552729485908372,1313000.0,1339000.0,99093000.0,101869000.0,6.666666666666667
Kentavious_Caldwell-Pope_2017,G,Kentavious-Caldwell-Pope,204,6-5,24.0,74.0,74.0,33.2,0.426,2.1,0.383,5.6,2.1,0.789,2.6,0.8,5.2,2.2,1.4,0.2,1.3,13.4,16.9,0.561,2017,Kentavious Caldwell-Pope,20.131461638218642,13.242183588726698,1313000.0,1339000.0,99093000.0,101869000.0,6.416666666666667
Anthony_Tolliver_2017,F-C,Anthony-Tolliver,240,6-8,32.0,79.0,14.0,22.2,0.464,2.0,0.436,4.6,1.3,0.797,1.7,0.6,3.1,1.1,0.4,0.3,0.7,8.9,14.8,0.663,2017,Anthony Tolliver,6.001130856871828,6.34521296959821,1313000.0,1339000.0,99093000.0,101869000.0,6.666666666666667
Ed_Davis_2017,F,Ed-Davis,218,6-9,28.0,78.0,0.0,18.9,0.582,0.0,0.0,0.0,0.9,0.667,1.4,2.3,7.4,0.5,0.4,0.7,0.8,5.3,12.1,0.607,2017,Ed Davis,7.20649712728447,4.909539565520423,1313000.0,1339000.0,99093000.0,101869000.0,6.75
Dirk_Nowitzki_2017,F,Dirk-Nowitzki,245,7-0,39.0,77.0,77.0,24.7,0.456,1.8,0.409,4.4,1.3,0.898,1.4,0.3,5.7,1.6,0.6,0.6,0.7,12.0,20.5,0.575,2017,Dirk Nowitzki,5.672146367553712,5.517576495302791,1313000.0,1339000.0,99093000.0,101869000.0,7.0
Kyle_O'Quinn_2017,F-C,Kyle-O'Quinn,250,6-9,27.0,77.0,10.0,18.0,0.583,0.1,0.235,0.2,1.3,0.772,1.6,1.6,6.1,2.1,0.5,1.3,1.3,7.1,17.0,0.625,2017,Kyle O'Quinn,4.63697965547516,4.909539565520423,1313000.0,1339000.0,99093000.0,101869000.0,6.75
DeMarcus_Cousins_2017,C-F,DeMarcus-Cousins,270,6-10,27.0,48.0,48.0,36.2,0.47,2.2,0.354,6.1,6.1,0.746,8.2,2.2,12.9,5.4,1.6,1.6,5.0,25.2,31.9,0.583,2017,DeMarcus Cousins,20.492160232307025,5.889461151086199,1313000.0,1339000.0,99093000.0,101869000.0,6.833333333333333
Jusuf_Nurkic_2017,C,Jusuf-Nurkic,290,6-11,23.0,79.0,79.0,26.4,0.505,0.0,0.0,0.1,2.2,0.63,3.5,2.4,9.0,1.8,0.8,1.4,2.3,14.3,26.4,0.528,2017,Jusuf Nurkic,3.343507935535305,12.261280978060057,1313000.0,1339000.0,99093000.0,101869000.0,6.916666666666667
Fred_VanVleet_2017,G,Fred-VanVleet,197,6-1,23.0,76.0,0.0,20.0,0.426,1.4,0.414,3.4,1.1,0.832,1.3,0.3,2.4,3.2,0.9,0.3,1.0,8.6,19.1,0.556,2017,Fred VanVleet,1.489064343132209,9.549652560229314,1313000.0,1339000.0,99093000.0,101869000.0,6.083333333333333
Wayne_Ellington_2017,G,Wayne-Ellington,207,6-4,30.0,77.0,2.0,26.5,0.407,2.9,0.392,7.5,0.9,0.859,1.0,0.3,2.8,1.0,0.7,0.1,0.7,11.2,17.3,0.588,2017,Wayne Ellington,7.112871544912355,9.548801749933737,1313000.0,1339000.0,99093000.0,101869000.0,6.333333333333333
Alex_Len_2017,C,Alex-Len,250,7-0,24.0,69.0,13.0,20.2,0.566,0.0,0.333,0.0,2.3,0.684,3.3,2.5,7.5,1.2,0.4,0.9,1.1,8.5,17.0,0.612,2017,Alex Len,4.750534891324311,4.800291550913428,1313000.0,1339000.0,99093000.0,101869000.0,7.0
Tyreke_Evans_2017,G-F,Tyreke-Evans,220,6-6,28.0,52.0,32.0,30.9,0.452,2.2,0.399,5.5,3.2,0.785,4.0,0.8,5.1,5.2,1.1,0.3,2.3,19.4,28.4,0.561,2017,Tyreke Evans,3.7322723098503428,13.68358970835092,1313000.0,1339000.0,99093000.0,101869000.0,6.5
Amir_Johnson_2017,F-C,Amir-Johnson,240,6-9,30.0,74.0,18.0,15.8,0.538,0.1,0.313,0.4,0.7,0.612,1.1,1.7,4.5,1.6,0.6,0.6,0.7,4.6,12.8,0.575,2017,Amir Johnson,12.478722008618167,2.6416909287221824,1313000.0,1339000.0,99093000.0,101869000.0,6.75
Joe_Harris_2017,G,Joe-Harris,220,6-6,26.0,78.0,14.0,25.3,0.491,1.9,0.419,4.6,1.1,0.827,1.3,0.7,3.3,1.6,0.4,0.3,1.2,10.8,16.6,0.634,2017,Joe Harris,1.7292162137587923,9.195960457666219,1313000.0,1339000.0,99093000.0,101869000.0,6.5
Ersan_Ilyasova_2017,F,Ersan-Ilyasova,235,6-9,30.0,69.0,43.0,25.1,0.452,1.3,0.36,3.7,1.5,0.778,2.0,1.7,5.9,1.3,0.9,0.4,1.0,10.9,18.7,0.558,2017,Ersan Ilyasova,7.389999003279748,7.724607093423907,1313000.0,1339000.0,99093000.0,101869000.0,6.75
Jeff_Green_2017,F,Jeff-Green,235,6-8,31.0,78.0,13.0,23.4,0.477,0.7,0.312,2.2,2.6,0.868,3.0,0.8,3.2,1.3,0.5,0.4,1.0,10.8,19.3,0.587,2017,Jeff Green,2.401535722704934,2.6416909287221824,1313000.0,1339000.0,99093000.0,101869000.0,6.666666666666667
Brook_Lopez_2017,C,Brook-Lopez,282,7-0,29.0,74.0,72.0,23.4,0.465,1.5,0.345,4.4,1.5,0.703,2.1,1.0,4.0,1.7,0.4,1.3,1.3,13.0,23.5,0.557,2017,Brook Lopez,25.686144661075957,3.7320887414228077,1313000.0,1339000.0,99093000.0,101869000.0,7.0
Carmelo_Anthony_2017,F,Carmelo-Anthony,238,6-7,33.0,78.0,78.0,32.1,0.404,2.2,0.357,6.1,1.9,0.767,2.5,0.9,5.8,1.3,0.6,0.6,1.3,16.2,23.2,0.503,2017,Carmelo Anthony,29.77168959099028,2.6416909287221824,1313000.0,1339000.0,99093000.0,101869000.0,6.583333333333333
Marco_Belinelli_2017,G-F,Marco-Belinelli,220,6-5,31.0,80.0,2.0,24.3,0.441,1.9,0.377,4.9,1.9,0.908,2.0,0.3,1.9,1.9,0.8,0.2,1.2,12.1,20.7,0.581,2017,Marco Belinelli,8.03434235191184,6.79086320906262,1313000.0,1339000.0,99093000.0,101869000.0,6.416666666666667
Rajon_Rondo_2017,G,Rajon-Rondo,180,6-1,31.0,65.0,63.0,26.2,0.468,0.8,0.333,2.3,0.4,0.543,0.7,0.5,4.0,8.2,1.1,0.2,2.3,8.3,16.9,0.522,2017,Rajon Rondo,7.146904423117678,9.931637691545022,1313000.0,1339000.0,99093000.0,101869000.0,6.083333333333333
Jonas_Jerebko_2017,F,Jonas-Jerebko,231,6-10,30.0,74.0,19.0,15.3,0.466,0.9,0.414,2.1,0.6,0.807,0.8,0.7,3.3,0.6,0.3,0.2,0.4,5.8,15.6,0.586,2017,Jonas Jerebko,4.53771709404297,2.3896414133249566,1313000.0,1339000.0,99093000.0,101869000.0,6.833333333333333
Greg_Monroe_2017,C-F,Greg-Monroe,265,6-11,27.0,51.0,14.0,20.4,0.565,0.0,0.0,0.0,1.7,0.739,2.3,2.1,6.9,2.2,0.9,0.5,1.8,10.3,22.4,0.598,2017,Greg Monroe,24.25883410987658,2.659656157790888,1313000.0,1339000.0,99093000.0,101869000.0,6.916666666666667
Zaza_Pachulia_2017,C,Zaza-Pachulia,270,6-11,33.0,69.0,57.0,14.1,0.564,0.0,0.0,0.0,1.1,0.806,1.3,1.3,4.7,1.6,0.6,0.2,1.0,5.4,17.0,0.612,2017,Zaza Pachulia,3.945091241560958,2.6416909287221824,1313000.0,1339000.0,99093000.0,101869000.0,6.916666666666667
Shabazz_Napier_2017,G,Shabazz-Napier,175,6-0,26.0,74.0,10.0,20.7,0.42,1.1,0.376,2.9,1.6,0.841,1.9,0.4,2.3,2.0,1.1,0.2,1.2,8.7,19.5,0.544,2017,Shabazz Napier,2.678794774868053,2.1434923942318074,1313000.0,1339000.0,99093000.0,101869000.0,6.0
Davis_Bertans_2017,F,Davis-Bertans,225,6-10,25.0,77.0,10.0,14.1,0.44,1.2,0.373,3.3,0.5,0.816,0.6,0.2,2.0,1.0,0.3,0.4,0.5,5.9,17.4,0.588,2017,Davis Bertans,1.489064343132209,7.724607093423907,1313000.0,1339000.0,99093000.0,101869000.0,6.833333333333333
James_Ennis_2017,F,James-Ennis,215,6-6,27.0,72.0,22.0,22.3,0.474,0.7,0.333,2.1,1.3,0.836,1.6,1.0,3.1,1.0,0.7,0.3,0.8,7.1,13.7,0.588,2017,James Ennis,3.4355169561926675,1.789256258626275,1313000.0,1339000.0,99093000.0,101869000.0,6.5
Rudy_Gay_2017,F,Rudy-Gay,250,6-8,31.0,57.0,6.0,21.6,0.471,0.6,0.314,2.1,2.0,0.772,2.5,1.3,5.1,1.3,0.8,0.7,1.4,11.5,24.6,0.545,2017,Rudy Gay,9.5360124731313,11.13137952468366,1313000.0,1339000.0,99093000.0,101869000.0,6.666666666666667
Aron_Baynes_2017,C,Aron-Baynes,260,6-10,31.0,81.0,67.0,18.3,0.471,0.0,0.143,0.3,0.7,0.756,1.0,1.6,5.4,1.1,0.3,0.6,1.0,6.0,16.8,0.502,2017,Aron Baynes,4.878045876096193,5.731217057200915,1313000.0,1339000.0,99093000.0,101869000.0,6.833333333333333
Yogi_Ferrell_2017,G,Yogi-Ferrell,178,6-0,24.0,82.0,21.0,27.8,0.426,1.6,0.373,4.4,1.0,0.796,1.3,0.3,3.0,2.5,0.8,0.1,1.0,10.2,17.0,0.54,2017,Yogi Ferrell,1.489064343132209,3.3105458971816746,1313000.0,1339000.0,99093000.0,101869000.0,6.0
Aaron_Gordon_2017,F,Aaron-Gordon,235,6-8,22.0,58.0,57.0,32.9,0.434,2.0,0.336,5.9,2.7,0.698,3.9,1.5,7.9,2.3,1.0,0.8,1.8,17.6,24.7,0.53,2017,Aaron Gordon,6.244374047268728,23.825898402124295,1313000.0,1339000.0,99093000.0,101869000.0,6.666666666666667
Nemanja_Bjelica_2017,F,Nemanja-Bjelica,234,6-10,29.0,67.0,21.0,20.5,0.461,1.1,0.415,2.7,0.5,0.8,0.7,0.8,4.1,1.3,0.7,0.2,0.8,6.8,14.3,0.581,2017,Nemanja Bjelica,4.480995630367433,7.172849443893628,1313000.0,1339000.0,99093000.0,101869000.0,6.833333333333333
Kevon_Looney_2017,F-C,Kevon-Looney,222,6-9,21.0,66.0,4.0,13.8,0.58,0.0,0.2,0.1,0.6,0.545,1.2,1.3,3.3,0.6,0.5,0.8,0.5,4.0,12.4,0.588,2017,Kevon Looney,1.669178813316783,1.729216198234988,1313000.0,1339000.0,99093000.0,101869000.0,6.75
Luc_Mbah_a_Moute_2017,F,Luc-Mbah-a-Moute,230,6-8,31.0,61.0,15.0,25.6,0.481,1.0,0.364,2.8,1.1,0.684,1.6,0.4,3.0,0.9,1.2,0.4,1.1,7.5,12.8,0.595,2017,Luc Mbah a Moute,2.401535722704934,4.767737849591142,1313000.0,1339000.0,99093000.0,101869000.0,6.666666666666667
Elfrid_Payton_2017,G,Elfrid-Payton,195,6-3,23.0,63.0,63.0,28.7,0.493,0.5,0.326,1.5,1.7,0.649,2.7,1.0,4.3,6.2,1.3,0.3,2.7,12.7,21.9,0.538,2017,Elfrid Payton,3.7803040452907872,3.3105458971816746,1313000.0,1339000.0,99093000.0,101869000.0,6.25
Rodney_Hood_2017,G-F,Rodney-Hood,208,6-8,25.0,60.0,23.0,26.9,0.429,2.1,0.381,5.6,1.9,0.86,2.2,0.4,2.8,1.6,0.8,0.2,1.2,14.7,24.3,0.546,2017,Rodney Hood,2.7077283934889445,3.832383936408525,1313000.0,1339000.0,99093000.0,101869000.0,6.666666666666667
JaVale_McGee_2017,C,JaVale-McGee,270,7-0,30.0,65.0,17.0,9.5,0.621,0.0,0.0,0.1,0.6,0.731,0.8,0.9,2.6,0.5,0.3,0.9,0.4,4.8,19.2,0.641,2017,JaVale McGee,2.401535722704934,2.6416909287221824,1313000.0,1339000.0,99093000.0,101869000.0,7.0
Salah_Mejri_2017,C,Salah-Mejri,235,7-2,31.0,61.0,1.0,12.0,0.642,0.0,0.0,0.0,0.6,0.576,1.1,1.4,4.0,0.6,0.4,1.1,0.6,3.5,12.8,0.644,2017,Salah Mejri,1.669178813316783,2.315391386427667,1313000.0,1339000.0,99093000.0,101869000.0,7.166666666666667
Pat_Connaughton_2017,G,Pat-Connaughton,209,6-5,25.0,82.0,5.0,18.1,0.423,0.9,0.352,2.6,0.5,0.841,0.5,0.4,2.0,1.1,0.3,0.3,0.5,5.4,13.4,0.539,2017,Pat Connaughton,1.669178813316783,1.810868605758376,1313000.0,1339000.0,99093000.0,101869000.0,6.416666666666667
Devin_Harris_2017,G,Devin-Harris,185,6-3,34.0,71.0,1.0,18.9,0.412,1.1,0.348,3.2,2.0,0.835,2.4,0.2,1.8,2.1,0.7,0.2,1.1,8.4,20.2,0.563,2017,Devin Harris,4.994377060377625,2.6416909287221824,1313000.0,1339000.0,99093000.0,101869000.0,6.25
Mike_Scott_2017,F,Mike-Scott,237,6-7,29.0,76.0,1.0,18.5,0.527,0.9,0.405,2.1,0.7,0.658,1.0,0.7,3.3,1.1,0.3,0.1,1.0,8.8,20.0,0.599,2017,Mike Scott,1.9393499513790076,4.767737849591142,1313000.0,1339000.0,99093000.0,101869000.0,6.583333333333333
