Name,Player,Rk,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GS/G,G/MaxG,MP_sq,PTS_sq,Market_Val,Current_Sal
malikfitts,Malik Fitts,141,PF,24,UTA,4,0,2.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.766,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,6.25,0.0,5.761428654345853,
malachiflynn,Malachi Flynn,142,PG,23,TOR,20,0,8.3,1.2,3.2,0.375,0.5,1.6,0.29,0.8,1.7,0.455,0.445,0.2,0.4,0.571,0.3,0.9,1.2,0.9,0.5,0.1,0.3,0.9,3.1,0.0,0.6666666666666666,68.89000000000001,9.610000000000001,4.347450627643854,2.04804
brynforbes,Bryn Forbes,143,SG,28,SAS,26,0,14.5,2.8,6.1,0.465,1.3,3.0,0.43,1.5,3.1,0.5,0.572,0.9,1.0,0.889,0.1,1.1,1.2,0.7,0.4,0.0,0.9,0.8,7.9,0.0,0.8666666666666667,210.25,62.410000000000004,2.5446472765038255,4.5
trentforrest,Trent Forrest,144,PG,23,UTA,20,0,7.5,0.6,1.1,0.524,0.1,0.2,0.333,0.5,0.9,0.556,0.548,0.4,0.4,0.875,0.3,0.9,1.1,0.8,0.3,0.0,0.6,0.5,1.5,0.0,0.6666666666666666,56.25,2.25,3.2232874265899674,
evanfournier,Evan Fournier,145,SG,29,NYK,28,28,28.1,4.4,10.8,0.404,2.4,6.5,0.368,2.0,4.3,0.458,0.515,0.9,1.2,0.788,0.4,2.3,2.7,1.6,0.9,0.2,1.3,1.8,12.0,1.0,0.9333333333333333,789.6100000000001,144.0,10.961341124898455,18.139535
deaaronfox,De'Aaron Fox,146,PG,24,SAC,29,29,34.2,7.9,17.4,0.455,1.1,4.1,0.263,6.9,13.3,0.514,0.486,4.3,5.9,0.741,0.5,3.1,3.7,5.0,1.4,0.4,2.7,2.8,21.3,1.0,0.9666666666666667,1169.64,453.69000000000005,26.324447083894857,28.10355
enesfreedom,Enes Freedom,147,C,29,BOS,17,0,11.2,1.6,3.4,0.466,0.1,0.2,0.333,1.5,3.2,0.473,0.474,0.9,1.1,0.833,2.1,3.2,5.2,0.2,0.2,0.5,0.6,1.1,4.1,0.0,0.5666666666666667,125.43999999999998,16.81,1.9584395440017124,2.641691
danielgafford,Daniel Gafford,148,C,23,WAS,26,26,21.2,4.0,5.8,0.678,0.0,0.0,0.0,4.0,5.8,0.678,0.678,1.3,1.8,0.723,2.1,4.2,6.3,1.0,0.5,1.9,1.1,2.7,9.2,1.0,0.8666666666666667,449.44,84.63999999999999,7.842418146028378,1.782621
danilogallinari,Danilo Gallinari,149,PF,33,ATL,25,0,21.8,3.2,7.4,0.425,1.6,3.8,0.421,1.6,3.6,0.429,0.532,1.7,1.8,0.935,0.5,3.4,4.0,1.4,0.5,0.2,0.5,1.4,9.6,0.0,0.8333333333333334,475.24,92.16,6.318642393993366,20.475
dariusgarland,Darius Garland,150,PG,22,CLE,28,28,34.3,7.1,15.1,0.467,2.6,6.8,0.389,4.4,8.4,0.53,0.554,2.2,2.5,0.899,0.4,2.6,3.0,7.4,1.3,0.1,3.8,1.9,19.0,1.0,0.9333333333333333,1176.4899999999998,361.0,23.760537889500988,7.04088
marcusgarrett,Marcus Garrett,151,SG,23,MIA,6,0,3.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.5,0.7,0.0,0.2,0.0,0.5,0.0,0.0,0.2,12.25,0.0,6.36509057868143,
usmangaruba,Usman Garuba,152,PF,19,HOU,8,0,7.8,0.8,2.0,0.375,0.3,1.1,0.222,0.5,0.9,0.571,0.438,0.1,0.3,0.5,0.8,2.0,2.8,0.9,0.5,0.5,0.3,0.8,1.9,0.0,0.26666666666666666,60.839999999999996,3.61,3.7377992007951915,2.35332
lukagarza,Luka Garza,153,C,23,DET,15,2,9.5,1.3,3.0,0.422,0.4,1.1,0.375,0.9,1.9,0.448,0.489,0.7,0.9,0.786,0.9,1.1,2.1,0.5,0.4,0.1,0.5,1.6,3.7,0.13333333333333333,0.5,90.25,13.690000000000001,2.1702952048826374,0.925258
rudygay,Rudy Gay,154,PF,35,UTA,13,0,19.0,3.3,7.5,0.443,2.0,5.0,0.4,1.3,2.5,0.531,0.577,0.8,1.0,0.769,0.8,4.2,5.0,0.9,0.5,0.2,0.9,1.6,9.4,0.0,0.43333333333333335,361.0,88.36000000000001,3.5522642108436275,5.89
paulgeorge,Paul George,155,SF,31,LAC,24,24,35.9,9.2,21.7,0.422,2.7,8.4,0.318,6.5,13.3,0.488,0.484,4.0,4.5,0.88,0.4,6.9,7.3,5.4,1.9,0.4,4.3,2.6,25.0,1.0,0.8,1288.81,625.0,31.819168138651904,39.34497
tajgibson,Taj Gibson,156,C,36,NYK,12,1,18.6,1.3,2.7,0.469,0.0,0.3,0.0,1.3,2.4,0.517,0.469,0.6,0.8,0.778,1.9,2.8,4.7,0.7,0.3,1.2,1.0,3.2,3.1,0.08333333333333333,0.4,345.96000000000004,9.610000000000001,1.5994216046059027,4.91
joshgiddey,Josh Giddey,157,SG,19,OKC,25,25,29.9,4.5,11.3,0.397,0.9,3.6,0.244,3.6,7.7,0.469,0.436,0.8,1.2,0.7,1.4,5.4,6.8,5.9,1.0,0.6,2.9,1.9,10.7,1.0,0.8333333333333334,894.0099999999999,114.48999999999998,13.344968468743687,5.988
shaigilgeousalexander,Shai Gilgeous-Alexander,158,PG,23,OKC,24,24,34.9,7.3,17.9,0.409,2.0,6.4,0.305,5.4,11.5,0.467,0.464,5.1,6.3,0.813,0.5,4.1,4.6,4.9,0.9,0.7,2.4,2.0,21.7,1.0,0.8,1218.01,470.89,27.564303346082866,5.495532
anthonygill,Anthony Gill,159,PF,29,WAS,11,0,5.0,0.8,1.1,0.75,0.3,0.3,1.0,0.5,0.8,0.667,0.875,0.6,0.7,0.875,0.5,0.9,1.4,0.2,0.0,0.2,0.2,0.5,2.5,0.0,0.36666666666666664,25.0,6.25,0.7350905896020681,1.517981
rudygobert,Rudy Gobert,160,C,29,UTA,27,27,31.4,5.5,7.5,0.738,0.0,0.0,0.0,5.5,7.4,0.741,0.738,4.2,6.3,0.675,3.1,11.5,14.7,1.0,0.8,2.1,1.8,2.6,15.3,1.0,0.9,985.9599999999999,234.09000000000003,16.262031890265483,35.344828
aarongordon,Aaron Gordon,161,PF,26,DEN,28,28,32.6,5.4,10.4,0.515,1.0,2.9,0.341,4.4,7.5,0.584,0.564,2.3,3.1,0.747,1.9,3.7,5.6,2.3,0.6,0.7,1.5,2.0,14.0,1.0,0.9333333333333333,1062.76,196.0,15.423697772014432,16.409091
ericgordon,Eric Gordon,162,SG,33,HOU,23,12,29.9,5.3,11.0,0.484,2.4,5.4,0.448,2.9,5.6,0.519,0.594,2.0,2.8,0.719,0.3,1.7,1.9,2.9,0.6,0.6,2.5,1.2,15.1,0.5217391304347826,0.7666666666666667,894.0099999999999,228.01,10.943290867329097,18.218818
devontegraham,Devonte' Graham,163,PG,26,NOP,27,27,31.1,4.5,12.3,0.366,2.9,8.1,0.353,1.7,4.3,0.391,0.482,1.4,1.8,0.776,0.5,1.9,2.4,4.5,1.1,0.1,1.6,1.4,13.3,1.0,0.9,967.21,176.89000000000001,16.727513438304705,11.0
jeramigrant,Jerami Grant,164,PF,27,DET,24,24,33.2,6.6,15.9,0.414,1.8,5.3,0.331,4.8,10.6,0.455,0.469,5.2,6.1,0.849,1.0,3.9,4.8,2.6,1.1,1.1,2.1,2.3,20.1,1.0,0.8,1102.2400000000002,404.01000000000005,21.07098135466066,20.0
dannygreen,Danny Green,165,SF,34,PHI,22,16,23.5,2.5,5.8,0.422,1.9,4.9,0.389,0.5,0.9,0.6,0.586,0.2,0.2,1.0,0.6,2.1,2.7,1.2,1.4,0.8,1.0,1.9,7.0,0.7272727272727273,0.7333333333333333,552.25,49.0,5.184583889461786,10.0
draymondgreen,Draymond Green,166,PF,31,GSW,27,27,30.3,3.3,5.9,0.556,0.3,1.0,0.308,3.0,5.0,0.604,0.581,1.4,2.3,0.587,1.2,6.8,8.0,7.3,1.4,1.0,3.1,2.7,8.3,1.0,0.9,918.09,68.89000000000001,13.236171194926786,24.026712
jalengreen,Jalen Green,167,SG,19,HOU,18,18,30.8,4.8,12.7,0.382,1.8,6.4,0.278,3.1,6.3,0.487,0.452,2.6,3.2,0.807,0.4,2.7,3.1,2.3,0.6,0.2,2.7,1.6,14.0,1.0,0.6,948.6400000000001,196.0,9.556501747354636,8.9922
jamychalgreen,JaMychal Green,168,PF,31,DEN,25,4,14.4,2.1,5.1,0.409,0.5,2.4,0.22,1.6,2.7,0.574,0.461,0.7,0.9,0.783,0.9,2.4,3.3,0.8,0.8,0.5,1.0,2.2,5.4,0.16,0.8333333333333334,207.36,29.160000000000004,2.898457053714879,8.292683
javontegreen,Javonte Green,169,SF,28,CHI,23,12,20.6,2.1,4.2,0.495,0.4,1.1,0.385,1.7,3.1,0.535,0.546,0.8,1.0,0.75,1.5,2.7,4.3,0.7,0.8,0.3,0.7,2.0,5.4,0.5217391304347826,0.7666666666666667,424.36000000000007,29.160000000000004,3.566471689483001,1.669178
jeffgreen,Jeff Green,170,C,35,DEN,28,19,25.0,3.3,6.9,0.484,0.7,2.2,0.328,2.6,4.7,0.557,0.536,2.3,2.7,0.829,0.4,2.6,3.0,1.1,0.3,0.5,1.0,2.3,9.6,0.6785714285714286,0.9333333333333333,625.0,92.16,6.404346295890491,4.5
joshgreen,Josh Green,171,SG,21,DAL,17,0,7.4,1.1,1.8,0.6,0.2,0.4,0.5,0.9,1.4,0.625,0.65,0.1,0.2,0.25,0.5,1.1,1.5,0.5,0.4,0.1,0.2,0.9,2.4,0.0,0.5666666666666667,54.760000000000005,5.76,3.146060521120248,2.95752
blakegriffin,Blake Griffin,172,PF,32,BRK,20,18,21.1,2.1,5.9,0.347,0.6,3.1,0.18,1.5,2.9,0.526,0.394,1.1,1.5,0.7,1.1,3.6,4.7,2.1,0.6,0.6,0.5,2.4,5.7,0.9,0.6666666666666666,445.21000000000004,32.49,7.5159995720626505,32.405817
quentingrimes,Quentin Grimes,173,SG,21,NYK,14,1,8.5,1.2,2.7,0.447,1.1,2.3,0.469,0.1,0.4,0.333,0.645,0.1,0.1,1.0,0.1,0.8,0.9,0.4,0.2,0.1,0.6,0.7,3.6,0.07142857142857142,0.4666666666666667,72.25,12.96,1.6271581793912961,2.16876
tyresehaliburton,Tyrese Haliburton,174,SG,21,SAC,27,27,33.1,4.5,10.1,0.442,1.7,4.4,0.395,2.7,5.7,0.477,0.527,0.8,1.1,0.759,1.0,3.0,4.0,5.7,1.8,0.9,1.9,1.3,11.5,1.0,0.9,1095.6100000000001,132.25,17.24370034783114,4.0236
rjhampton,RJ Hampton,175,SG,20,ORL,29,1,18.5,2.6,6.4,0.398,1.0,2.5,0.417,1.5,3.9,0.386,0.478,1.3,2.2,0.603,0.3,2.5,2.8,2.3,0.5,0.1,1.5,1.4,7.4,0.034482758620689655,0.9666666666666667,342.25,54.760000000000005,3.461994898835909,2.30304
timhardawayjr,Tim Hardaway Jr,176,SG,29,DAL,28,19,31.4,5.1,13.3,0.384,2.5,7.4,0.333,2.6,5.9,0.448,0.477,1.7,2.3,0.738,0.4,3.5,3.9,2.3,1.0,0.1,0.6,1.9,14.4,0.6785714285714286,0.9333333333333333,985.9599999999999,207.36,17.383084634598237,21.306816
jamesharden,James Harden,177,PG,32,BRK,26,26,36.2,5.9,14.7,0.404,2.5,7.3,0.337,3.5,7.3,0.471,0.488,6.5,7.4,0.885,0.9,7.0,7.9,9.6,1.4,0.7,5.0,2.4,20.8,1.0,0.8666666666666667,1310.4400000000003,432.64000000000004,27.14397673825076,43.848
mauriceharkless,Maurice Harkless,178,SF,28,SAC,19,14,18.8,1.4,3.6,0.382,0.5,2.2,0.22,0.9,1.4,0.63,0.449,0.4,0.6,0.727,0.2,2.2,2.4,0.5,0.4,0.4,0.5,1.5,3.6,0.7368421052631579,0.6333333333333333,353.44000000000005,12.96,3.548215181593238,4.3476
montrezlharrell,Montrezl Harrell,179,C,28,WAS,29,3,26.0,5.6,8.7,0.643,0.1,0.3,0.25,5.5,8.4,0.656,0.647,3.4,4.7,0.723,2.3,5.3,7.6,2.1,0.5,0.7,1.2,1.9,14.7,0.10344827586206896,0.9666666666666667,676.0,216.08999999999997,12.223269229563208,9.7209
garyharris,Gary Harris,180,SG,27,ORL,22,12,26.3,3.2,7.4,0.436,1.1,3.5,0.316,2.1,4.0,0.54,0.509,0.6,0.8,0.765,0.9,1.5,2.4,1.6,0.6,0.1,1.1,1.7,8.1,0.5454545454545454,0.7333333333333333,691.69,65.61,6.191451517714869,20.482143
joeharris,Joe Harris,181,SF,30,BRK,14,14,30.2,4.0,8.9,0.452,2.9,6.3,0.466,1.1,2.6,0.417,0.617,0.4,0.4,0.833,0.4,3.6,4.0,1.0,0.5,0.1,1.1,2.2,11.3,1.0,0.4666666666666667,912.04,127.69000000000001,9.658613881046435,17.357143
tobiasharris,Tobias Harris,182,PF,29,PHI,20,20,34.2,7.4,15.5,0.474,1.3,4.1,0.317,6.1,11.4,0.531,0.516,2.9,3.4,0.838,1.0,6.8,7.8,3.3,0.4,0.6,1.7,1.5,18.9,1.0,0.6666666666666666,1169.64,357.2099999999999,23.31393194083458,36.0
joshhart,Josh Hart,183,PF,26,NOP,23,22,31.0,4.2,8.3,0.508,0.8,2.3,0.333,3.4,6.0,0.577,0.555,2.1,2.5,0.828,1.1,5.7,6.8,4.1,0.8,0.3,1.7,2.9,11.3,0.9565217391304348,0.7666666666666667,961.0,127.69000000000001,13.690032044017286,12.0
isaiahhartenstein,Isaiah Hartenstein,184,C,23,LAC,28,0,16.3,3.2,4.9,0.657,0.1,0.1,0.667,3.1,4.8,0.657,0.664,1.1,1.8,0.653,1.8,2.9,4.7,1.9,0.9,1.3,1.0,2.5,7.6,0.0,0.9333333333333333,265.69,57.76,3.496151707628892,3.43081
udonishaslem,Udonis Haslem,185,C,41,MIA,5,0,4.6,0.6,1.2,0.5,0.0,0.2,0.0,0.6,1.0,0.6,0.5,0.0,0.0,0.766,0.2,1.0,1.2,0.2,0.0,0.2,0.0,1.0,1.2,0.0,0.16666666666666666,21.159999999999997,1.44,5.00709868374142,2.641691
samhauser,Sam Hauser,186,SF,24,BOS,3,0,2.3,0.3,1.0,0.333,0.3,1.0,0.333,0.0,0.0,,0.5,0.0,0.0,0.766,0.0,0.7,0.7,0.0,0.3,0.0,0.0,0.3,1.0,0.0,0.1,5.289999999999999,1.0,4.309892459885758,
jaxsonhayes,Jaxson Hayes,187,C,21,NOP,20,0,11.7,2.0,4.0,0.506,0.2,0.6,0.364,1.8,3.4,0.529,0.532,1.4,1.9,0.757,1.3,2.0,3.2,0.3,0.3,0.6,0.7,1.6,5.6,0.0,0.6666666666666666,136.89,31.359999999999996,1.4974154428487578,5.34828
killianhayes,Killian Hayes,188,PG,20,DET,21,21,25.6,2.2,6.6,0.333,1.0,2.9,0.344,1.2,3.7,0.325,0.409,0.9,1.0,0.905,0.6,2.9,3.4,3.7,1.1,0.4,1.5,2.6,6.3,1.0,0.7,655.3600000000001,39.69,7.802524540875373,5.57268
gordonhayward,Gordon Hayward,189,SF,31,CHO,30,30,34.3,6.5,13.8,0.47,1.9,4.6,0.403,4.6,9.1,0.504,0.538,3.6,4.2,0.857,0.9,4.0,4.9,3.9,0.8,0.6,1.9,1.8,18.4,1.0,1.0,1176.4899999999998,338.55999999999995,22.82043574107629,29.9
aaronhenry,Aaron Henry,190,SF,22,PHI,1,0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,4.0,0.0,5.438213520614969,
juanhernangomez,Juan Hernangomez,191,PF,26,BOS,15,0,4.2,0.3,1.2,0.222,0.1,0.8,0.167,0.1,0.4,0.333,0.278,0.3,0.3,0.8,0.4,0.7,1.1,0.1,0.3,0.0,0.4,0.3,0.9,0.0,0.5,17.64,0.81,4.407958903622915,7.01244
willyhernangomez,Willy Hernangomez,192,C,27,NOP,16,0,14.3,3.4,5.3,0.647,0.1,0.1,1.0,3.3,5.2,0.639,0.659,1.3,1.9,0.7,2.3,4.3,6.6,1.4,0.4,0.3,1.0,2.0,8.3,0.0,0.5333333333333333,204.49,68.89000000000001,0.9387815402187787,2.32722
tylerherro,Tyler Herro,193,SG,22,MIA,25,7,32.9,7.8,17.8,0.44,2.6,6.8,0.382,5.2,11.0,0.476,0.513,2.0,2.4,0.864,0.8,4.5,5.2,3.7,0.6,0.1,3.1,1.3,20.3,0.28,0.8333333333333334,1082.4099999999999,412.09000000000003,20.610716021629248,4.00428
buddyhield,Buddy Hield,194,SG,29,SAC,29,2,28.3,5.2,13.6,0.382,3.5,9.9,0.355,1.7,3.7,0.454,0.511,1.7,1.9,0.857,0.7,3.3,4.0,2.1,0.8,0.3,1.6,2.0,15.6,0.06896551724137931,0.9666666666666667,800.89,243.35999999999999,13.555210511980203,22.477273
georgehill,George Hill,195,SG,35,MIL,24,11,26.5,2.6,6.0,0.438,1.0,3.0,0.324,1.7,3.0,0.548,0.517,1.3,1.3,0.938,0.9,2.6,3.5,2.5,0.8,0.1,1.2,1.7,7.5,0.4583333333333333,0.8,702.25,56.25,6.970078763429088,4.0
solomonhill,Solomon Hill,196,PF,30,ATL,13,1,10.7,0.2,1.5,0.15,0.2,1.0,0.154,0.1,0.5,0.143,0.2,0.0,0.0,0.766,0.5,1.3,1.8,0.9,0.3,0.2,0.1,1.2,0.6,0.07692307692307693,0.43333333333333335,114.48999999999998,0.36,4.2577267535677805,2.389641
aaronholiday,Aaron Holiday,197,PG,25,WAS,28,7,16.4,2.4,5.1,0.472,0.5,1.4,0.359,1.9,3.7,0.515,0.521,0.7,0.9,0.792,0.1,1.5,1.6,1.8,0.5,0.3,1.0,1.6,6.0,0.25,0.9333333333333333,268.96,36.0,3.826770297190743,3.980551
jrueholiday,Jrue Holiday,198,PG,31,MIL,24,23,32.3,6.7,14.1,0.476,1.7,4.6,0.369,5.0,9.5,0.529,0.537,1.3,1.9,0.667,0.8,3.6,4.4,6.5,1.4,0.5,2.5,2.0,16.4,0.9583333333333334,0.8,1043.2899999999997,268.96,21.13505739549397,30.133333
justinholiday,Justin Holiday,199,SF,32,IND,24,15,27.8,3.5,8.8,0.398,2.3,6.5,0.357,1.2,2.3,0.519,0.531,0.3,0.5,0.727,0.3,2.5,2.8,1.7,0.5,0.3,0.9,2.1,9.7,0.625,0.8,772.84,94.08999999999999,9.359624583656474,6.00642
richaunholmes,Richaun Holmes,200,C,28,SAC,22,22,27.1,5.9,8.4,0.707,0.1,0.2,0.5,5.8,8.2,0.711,0.712,2.1,2.6,0.807,2.7,6.6,9.3,1.4,0.3,1.0,1.4,3.0,14.0,1.0,0.7333333333333333,734.4100000000001,196.0,11.281024680253491,10.3845
rodneyhood,Rodney Hood,201,SF,29,MIL,23,0,15.7,1.3,3.4,0.372,0.7,2.1,0.327,0.6,1.3,0.448,0.474,0.5,0.5,1.0,0.4,1.7,2.0,0.8,0.3,0.0,0.1,0.9,3.7,0.0,0.7666666666666667,246.48999999999998,13.690000000000001,3.6444792448765897,2.239544
alhorford,Al Horford,202,C,35,BOS,24,24,29.6,4.5,9.8,0.453,1.3,4.4,0.295,3.2,5.5,0.58,0.519,2.0,2.3,0.857,1.5,6.3,7.8,3.5,0.8,1.5,1.0,2.3,12.2,1.0,0.8,876.1600000000001,148.83999999999997,15.739105116841976,27.0
talenhortontucker,Talen Horton-Tucker,203,SG,21,LAL,15,12,28.8,4.3,10.7,0.406,1.0,3.6,0.278,3.3,7.1,0.472,0.453,1.6,1.9,0.828,0.7,3.8,4.5,2.9,1.3,0.5,1.5,3.1,11.3,0.8,0.5,829.44,127.69000000000001,10.011173541838177,9.5
danuelhouse,Danuel House,204,SF,28,HOU,16,1,14.6,1.6,4.6,0.338,0.6,2.1,0.294,0.9,2.5,0.375,0.405,1.1,1.2,0.895,0.3,2.4,2.7,1.2,0.3,0.3,1.1,1.0,4.8,0.0625,0.5333333333333333,213.16,23.04,1.0566869294127095,3.894
dwighthoward,Dwight Howard,205,C,36,LAL,25,3,15.1,1.8,2.9,0.625,0.2,0.3,0.75,1.6,2.6,0.609,0.667,1.1,1.8,0.609,1.6,3.8,5.4,0.5,0.8,0.7,0.9,1.8,5.0,0.12,0.8333333333333334,228.01,25.0,0.6449113005078617,2.641691
markushoward,Markus Howard,206,SG,22,DEN,16,0,7.3,1.4,3.9,0.355,1.1,2.9,0.391,0.3,1.0,0.25,0.5,0.4,0.5,0.875,0.0,0.3,0.3,0.3,0.4,0.0,0.4,0.7,4.3,0.0,0.5333333333333333,53.29,18.49,2.6815657831210666,
kevinhuerter,Kevin Huerter,207,SG,23,ATL,27,17,27.4,4.2,9.0,0.467,1.8,4.6,0.384,2.4,4.4,0.555,0.566,0.4,0.5,0.857,0.4,3.0,3.3,2.6,0.4,0.3,1.3,1.9,10.7,0.6296296296296297,0.9,750.7599999999999,114.48999999999998,10.32603330782213,4.253357
jayhuff,Jay Huff,208,C,23,LAL,1,0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.766,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,64.0,0.0,4.591733689678172,
elijahhughes,Elijah Hughes,209,SF,23,UTA,6,0,2.8,0.0,0.3,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.3,0.3,1.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.3,0.3,0.0,0.2,7.839999999999999,0.09,4.904647701175204,1.517981
deandrehunter,De'Andre Hunter,210,SF,24,ATL,11,11,27.8,4.5,10.1,0.45,1.4,3.5,0.395,3.2,6.6,0.479,0.518,0.4,0.9,0.4,0.4,2.4,2.7,0.6,0.6,0.3,1.3,2.9,10.8,1.0,0.36666666666666664,772.84,116.64000000000001,6.051571435955785,7.7754
chandlerhutchison,Chandler Hutchison,211,SF,25,PHO,5,0,2.8,0.2,0.4,0.5,0.0,0.0,0.0,0.2,0.4,0.5,0.5,0.4,0.4,1.0,0.0,1.0,1.0,0.2,0.0,0.0,0.6,0.2,0.8,0.0,0.16666666666666666,7.839999999999999,0.6400000000000001,4.093407409736026,
boneshyland,Bones Hyland,212,PG,21,DEN,19,0,16.3,2.7,7.3,0.374,1.6,4.7,0.337,1.2,2.6,0.44,0.482,1.2,1.2,0.957,0.2,1.5,1.7,1.6,0.7,0.2,0.8,1.7,8.2,0.0,0.6333333333333333,265.69,67.24,3.731140733575143,2.09688
sergeibaka,Serge Ibaka,213,C,32,LAC,11,3,14.0,1.5,4.3,0.362,0.7,1.8,0.4,0.8,2.5,0.333,0.447,0.5,0.7,0.625,1.1,2.0,3.1,1.2,0.2,0.3,0.5,1.9,4.3,0.2727272727272727,0.36666666666666664,196.0,18.49,2.4691090469965156,9.742
andreiguodala,Andre Iguodala,214,SF,38,GSW,14,0,19.6,1.4,3.7,0.365,0.4,2.2,0.161,1.0,1.5,0.667,0.413,0.4,0.6,0.75,0.7,2.8,3.5,3.6,0.6,0.7,0.6,0.9,3.5,0.0,0.4666666666666667,384.1600000000001,12.25,6.263342693916,2.641691
joeingles,Joe Ingles,215,SF,34,UTA,27,5,24.6,2.7,6.1,0.448,2.0,4.9,0.402,0.8,1.2,0.636,0.609,0.4,0.5,0.769,0.4,2.5,3.0,3.5,0.5,0.1,1.0,1.6,7.8,0.18518518518518517,0.9,605.1600000000001,60.839999999999996,8.690385372980899,14.0
brandoningram,Brandon Ingram,216,SF,24,NOP,23,23,35.3,8.7,19.2,0.45,1.7,4.8,0.36,6.9,14.4,0.48,0.495,4.3,5.3,0.826,0.8,5.5,6.3,4.9,0.6,0.4,2.9,2.2,23.4,1.0,0.7666666666666667,1246.0899999999997,547.56,30.129844503221477,29.4678
frankjackson,Frank Jackson,217,PG,23,DET,26,2,22.0,3.5,8.8,0.402,1.9,5.6,0.336,1.7,3.2,0.518,0.509,1.3,1.6,0.833,0.2,1.1,1.3,0.8,0.5,0.2,0.9,1.5,10.3,0.07692307692307693,0.8666666666666667,484.0,106.09000000000002,5.007995082514469,3.0
isaiahjackson,Isaiah Jackson,218,PF,20,IND,7,0,5.1,0.7,2.0,0.357,0.0,0.0,0.0,0.7,2.0,0.357,0.357,0.1,0.3,0.5,0.6,1.0,1.6,0.0,0.1,0.1,0.1,1.3,1.6,0.0,0.23333333333333334,26.009999999999998,2.5600000000000005,4.467400619180754,2.45112
jarenjacksonjr,Jaren Jackson Jr,219,PF,22,MEM,28,28,27.1,5.7,13.4,0.428,2.1,6.1,0.343,3.6,7.2,0.5,0.507,2.9,3.5,0.835,1.1,4.3,5.3,1.0,0.9,1.9,1.5,3.4,16.4,1.0,0.9333333333333333,734.4100000000001,268.96,13.802049393799003,9.18056
joshjackson,Josh Jackson,220,SF,24,DET,23,3,18.1,2.4,6.0,0.406,0.8,2.7,0.29,1.7,3.3,0.5,0.471,1.0,1.4,0.697,0.5,2.7,3.1,1.6,0.4,0.4,1.0,1.8,6.7,0.13043478260869565,0.7666666666666667,327.61000000000007,44.89,3.6263067386811554,5.00535
reggiejackson,Reggie Jackson,221,SG,31,LAC,29,29,33.0,6.7,16.8,0.396,2.7,8.1,0.329,4.0,8.7,0.458,0.475,1.5,1.9,0.8,0.6,2.9,3.5,4.1,0.6,0.2,2.1,1.9,17.5,1.0,0.9666666666666667,1089.0,306.25,21.54075445821558,10.3845
lebronjames,LeBron James,222,SF,37,LAL,17,17,37.1,9.9,19.7,0.504,2.8,7.9,0.358,7.1,11.8,0.602,0.576,3.4,4.5,0.763,0.6,5.3,5.9,6.9,1.8,0.9,3.6,2.1,26.1,1.0,0.5666666666666667,1376.41,681.21,38.01706449055679,41.180544
dejonjarreau,DeJon Jarreau,223,SG,24,IND,1,0,1.0,0.0,0.0,0.441,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,1.0,0.0,6.056006536217424,
tyjerome,Ty Jerome,224,SG,24,OKC,22,1,13.6,2.3,5.7,0.397,0.9,3.2,0.282,1.4,2.5,0.545,0.476,1.1,1.3,0.828,0.3,0.8,1.0,1.2,0.6,0.1,0.6,1.3,6.5,0.045454545454545456,0.7333333333333333,184.95999999999998,42.25,3.439175561566252,2.41284
isaiahjoe,Isaiah Joe,225,SG,22,PHI,17,0,10.0,1.2,3.5,0.356,0.9,2.6,0.341,0.4,0.9,0.4,0.483,0.4,0.4,1.0,0.1,1.0,1.1,0.8,0.2,0.0,0.4,0.7,3.8,0.0,0.5666666666666667,100.0,14.44,2.8947198078619296,1.517981
alizejohnson,Alize Johnson,226,PF,25,CHI,16,0,7.6,0.8,1.4,0.522,0.0,0.1,0.0,0.8,1.3,0.571,0.522,0.3,0.4,0.571,1.0,1.3,2.3,0.5,0.2,0.0,0.5,0.9,1.8,0.0,0.5333333333333333,57.76,3.24,4.251167640118375,1.729217
cameronjohnson,Cameron Johnson,227,PF,25,PHO,27,0,24.3,3.5,8.3,0.418,2.1,5.3,0.406,1.3,3.0,0.439,0.547,1.0,1.3,0.771,0.3,3.4,3.7,1.3,0.8,0.3,0.7,1.5,10.1,0.0,0.9,590.49,102.00999999999999,7.2609304648154245,4.437
